Pre-Prod No.;Client;Description;Artwork required;STATUS;Comments;Artwork Received;Sent Proof for WT_SP;Sent Proof to Client;Proof Approved (Conventional);Ordered Plates;Plates Arrived;Ordered Foil Block;Foil Block Arrived;Quoted;Spec Supplied
8381;Le-Sel;Perfecting Even Tone Day Cream SPF20 50ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8382;Le-Sel;Daily Skin Care Balancing Day Cream 50ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8383;Le-Sel;Daily Skin Care Mattifying Moist Day Cream SPF 15 50ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8384;Le-Sel;Daily Skin Care Softening Ultra Moist Day Cream 50ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8385;Le-Sel;Daily Skin Care Hydrating Nourising Day Cream SPF15 50ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8386;SH'ZEN;Thermal Relief for feet 50ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8387;SH'ZEN;Harmonising Treatment Cream 75ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8388;Nutri Pharma Solutions (NPS);Clicks Arnica Gel 50g;;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8390;Prime Products;Like Silk Day Cream Pink 75ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;;X
8391;Prime Products;Like Silk Day Cream Cool Grey 75ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;;X
8392;Environ Skin Care;AVST Hydrating Exfoliant Masque 50ml;X;Closed;Pre-Production complete;;;-;-;-;23.03.2012;-;-;03.04.2012;X
8393;Environ Skin Care;Intensive Alpha Hydroxy Gel 50ml;X;Closed;Pre-Production complete;;;-;-;-;20.03.2012;-;-;03.04.2012;X
8394;Environ Skin Care;Intensive Alpha Hydroxy Cream 50ml;X;Closed;Pre-Production complete;;;-;-;-;20.03.2012;-;-;03.04.2012;X
8395;Environ Skin Care;Environ Body Hand and Nail Cream 50ml;X;Closed;Pre-Production complete;;;-;-;-;28.03.2012;-;-;03.04.2012;X
8396;Environ Skin Care;Intensive Antioxidant Gel 60ml;X;Closed;Pre-Production complete;;;-;-;-;23.03.2012;-;-;03.04.2012;X
8398;Environ Skin Care;Environ C Boost - Japan 25ml;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8399;Environ Skin Care;Environ RAD Lotion SPF16 - Japan 25ml;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8402;SH'ZEN;Hand Repair Cream 75ml;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8403;Skinchem (Pty) Ltd.;Isabella Garcia Fresh SOL D/Moist 20ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8404;Skinchem (Pty) Ltd.;Isabella Garcia Super Defence Day Moisturiser 20ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8405;Skinchem (Pty) Ltd.;Isabella Garcia Exfoliating Face Scrub 20ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8406;Skinchem (Pty) Ltd.;Isabella Garcia Revitalising Mask 20ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8407;Skinchem (Pty) Ltd.;Isabella Garcia 3-in-1 Nourishing Night Cream 20ml;;Closed;Pre-Production complete;;;-;-;-;23.03.2012;-;-;03.04.2012;X
8408;Skinchem (Pty) Ltd.;Isabella Garcia Fresh Solutions Day Moisturiser 50ml;;Closed;Pre-Production complete;;;-;-;-;24.03.2012;-;-;03.04.2012;
8409;Reitzer Pharm.;Pure Cream Fragrance and Colour free Jar and Lid 450ml;;Closed;Pre-Production complete;;;-;-;-;20.03.2012;-;-;03.04.2012;
8411;Skinchem (Pty) Ltd.;Isabella Garcia Refinining Mask White 50ml;;Closed;Pre-Production complete;;;-;-;-;23.03.2012;-;-;03.04.2012;X
8412;Skinchem (Pty) Ltd.;Isabella Garcia Revitalising Mask 50ml;;Closed;Pre-Production complete;;;-;-;-;23.03.2012;-;-;03.04.2012;X
8413;Skinchem (Pty) Ltd.;Isabella Garcia Exfoliating Face Scrub 50ml;;Closed;Pre-Production complete;;;-;-;-;23.03.2012;-;-;;
8414;Skinchem (Pty) Ltd.;Isabella Garcia 3-in-1 Nourishing Night Cream 50ml;;Closed;Pre-Production complete;;;-;-;-;23.03.2012;-;-;03.04.2012;X
8415;Skinchem (Pty) Ltd.;Isabella Garcia Super Defence Day Moisturiser 50ml;;Closed;Pre-Production complete;;;-;-;-;23.03.2012;-;-;;X
8417;Le-Sel;Avroy Shlain Endangered for Her Hand Cream 50ml;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8418;Le-Sel;Avroy Shlain Coppelia Hand Cream 50ml;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8420;Environ Skin Care;Environ Japan Delicate Cream 60ml;;Closed;Pre-Production complete;;;27.03.2012;05.04.2012;25.04.2012;-;-;-;24.04.2012;X
8421;Environ Skin Care;Environ Japan Delicate Gel 60ml;X;Closed;Pre-Production complete;;;27.03.2012;05.04.2012;25.04.2012;-;-;-;24.04.2012;X
8422;Environ Skin Care;Environ Vitamin A, C and E 150ml;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8424;Prime Products;Pure Feet Intensive Heel Softening Cream 50ml;X;Closed;Pre-Production complete;;;-;-;-;12.04.2012;-;-;10.04.2012;X
8425;Prime Products;Pure Feet Refreshing Foot Soak;X;-;Will change to bottles;-;;-;-;-;-;-;-;;X
8426;Prime Products;Pure Feet Cooling Foot Spray 100ml;X;-;Will change to bottles;-;;-;-;-;-;-;-;;X
8427;Prime Products;Pure Feet Rough Skin Remover 125ml;X;Closed;Pre-Production complete;;;-;-;-;12.04.2012;-;-;10.04.2012;X
8428;Prime Products;Pure Feet Moisturising Foot Lotion 125ml;X;Closed;Pre-Production complete;;;-;-;-;12.04.2012;-;-;10.04.2012;X
8436;SH'ZEN;Sh'Zen Perfecting Ending Bath Crème 200ml;X;Closed;Pre-Production complete;;-;11.04.2012;-;-;-;;;11.04.2012;X
8432;Adcock Ingram;Betadine Vaginal Gel ;X;Closed;Pre-Production complete;;;-;-;02.04.2012;04.04.2012;-;-;03.04.2012;X
8433;Fabupharm;Dermalite Complexion Cream 50ml;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;03.04.2012;X
8435;SH'ZEN;Sh'Zen Day Cream SPF30 25ml;;Closed;Pre-Production complete;;;-;-;-;-;-;-;;X
8437;SH'ZEN;Sh'Zen Treatment Cream for Hands 100ml;X;Closed;Pre-Production complete;;-;11.04.2012;-;-;-;;;11.04.2012;X
8438;SH'ZEN;Sh'Zen Natural Treatment for Hair 125ml;X;Closed;Pre-Production complete;04.04.2012;04.04.2012;05.04.2012;12.04.2012;13.04.2012;16.04.2012;;;11.04.2012;X
8439;Environ Skin Care;Environ Evenescence C-boost 25ml;X;Closed;Pre-Production complete;27.03.2012;27.03.2012;28.03.2012;29.03.2012;30.03.2012;05.04.2012;;;03.04.2012;X
8440;Environ Skin Care;Environ Intensive Super Moisturiser 50ml;X;Closed;Pre-Production complete;27.03.2012;27.03.2012;28.03.2012;29.03.2012;30.03.2012;05.04.2012;;;04.04.2012;X
8441;SH'ZEN;Sh'Zen Energising Cream for legs 75ml;;Closed;Pre-Production complete;27.03.2012;28.03.2012;29.03.2012;29.03.2012;29.03.2012;03.04.2012;;;03.04.2012;X
8442;Indigo Cosmetics;Yardley Oatmeal Spot Prevention Moist + 25% extra 94ml;X;Closed;Pre-Production complete;25.03.2012;28.03.2012;28.03.2012;02.04.2012;03.04.2012;05.04.2012;;;10.04.2012;X
8443;Indigo Cosmetics;Yardley Oatmeal Deep Pore Facial Wash + 25% extra 188ml;X;Closed;Pre-Production complete;25.03.2012;28.03.2012;28.03.2012;02.04.2012;03.04.2012;05.04.2012;;;10.04.2012;X
8451;Prime Products;Like Silk Conditioning Foaming Facial Wash 150ml;X;Closed;Pre-Production complete;09.04.2012;11.04.2012;10.04.2012;19.04.2012;24.04.2012;28.04.2012;;;24.04.2012;X
8445;Unilever;TCB Hair Relaxer Jar Regular 265gm ;X;Closed;Pre-Production complete;;;03.04.2012;19.04.2012;20.04.2012;24.04.2012;-;-;20.04.2012;X
8446;Unilever;TCB Hair Relaxer Jar Super 265gm ;X;Closed;Pre-Production complete;;;03.04.2012;19.04.2012;20.04.2012;24.04.2012;-;-;21.04.2012;X
8447;Unilever;TCB Hair Relaxer Jar Regular 531gm ;X;Closed;Pre-Production complete;;;03.04.2012;19.04.2012;20.04.2012;24.04.2012;-;-;22.04.2012;X
8448;Unilever;TCB Hair Relaxer Jar Super 531gm ;X;Closed;Pre-Production complete;;;03.04.2012;19.04.2012;20.04.2012;24.04.2012;-;-;22.04.2012;X
8449;Prime Products;Gallia Anti-Ageing cap 150ml;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;;X
8452;Prime Products;Like Silk Sun Protection Moisturiser SPF15 75ml;X;Closed;Pre-Production complete;09.04.2012;11.04.2012;16.04.2012;25.04.2012;25.04.2012;28.04.2012;;;25.04.2012;X
8453;Prime Products;Like Silk Enriching Night Cream 75ml;X;Closed;Pre-Production complete;09.04.2012;11.04.2012;16.04.2012;26.04.2012;26.04.2012;28.04.2012;;;25.04.2012;X
8454;Prime Products;Like Silk Enriching Day Cream 75ml;X;Closed;Pre-Production complete;09.04.2012;11.04.2012;16.04.2012;26.04.2012;26.04.2012;28.04.2012;;;25.04.2012;X
8455;Prime Products;Like Silk Balancing Moisturising Lotion 75ml;X;Closed;Pre-Production complete;09.04.2012;11.04.2012;16.04.2012;26.04.2012;26.04.2012;28.04.2012;;;25.04.2012;X
8456;Prime Products;Like Silk Exfoliating Facial Scrub 150ml;X;Closed;Pre-Production complete;09.04.2012;11.04.2012;16.04.2012;23.04.2012;24.04.2012;28.04.2012;;;25.04.2012;X
8457;Prime Products;Like Silk Deep Cleansing milk 150ml;X;Closed;Pre-Production complete;09.04.2012;11.04.2012;16.04.2012;19.04.2012;24.04.2012;28.04.2012;;;25.04.2012;X
8458;Shield Chemicals;Compounding Paste Tube and Cap SP3 400g;;Closed;-;20.03.2013;25.03.2013;26.03.2013;27.03.2013;28.03.2013;02.04.2013;;;03.04.2012;X
8484;Reitzer Pharm.;Olivia Olive Oil Tube 75ml;X;Closed;Pre-Production complete;13.06.2012;27.06.2012;15.06.2012;27.06.2012;27.06.2012;29.06.2012;;;02.08.2012;
8459;Spanjaard;Gearbox Differential Lubricant Supplement 100ml;X;Closed;Pre-Production complete;;;24.04.2012;07.05.2012;10.05.2012;15.05.2012;-;-;10.05.2012;X
8461;Prime Products;Karvol Cradle Cap T&C Cream 50ml;X;Closed;Pre-Production complete;;;17.04.2012;17.04.2012;24.04.2012;-;-;-;24.04.2012;X
8462;Prime Products;Karvol Arnica Gel T&C 50ml;X;Closed;Pre-Production complete;;;17.04.2012;17.04.2012;10.05.2012;-;-;-;10.04.2012;X
8463;Prime Products;Karvol Barrier Cream  T&C 50ml;X;Closed;Pre-Production complete;;;17.04.2012;17.04.2012;10.05.2012;-;-;-;10.04.2012;X
8464;Prime Products;Karvol Vapour Gel T&C 50ml;X;Closed;Pre-Production complete;;;17.04.2012;17.04.2012;10.05.2012;-;-;-;10.04.2012;X
8465;SH'ZEN;Sh'Zen Relax Treatment for feet 100ml;X;Closed;Pre-Production complete;;;16.04.2012;19.04.2012;10.05.2012;-;-;-;19.04.2012;X
8470;SH'ZEN;Sh'Zen Overnight Balm for Feet T&C 125ml;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;29.05.2012;X
8471;SH'ZEN;Sh'Zen Feminine Body Wash T&C 195ml ;X;Closed;Pre-Production complete;;;-;-;01.06.2012;04.06.2012;-;-;21.06.2012;X
8472;SH'ZEN;Sh'Zen Rejuvenating Scrub for Body 150ml;X;Closed;Pre-Production complete;;;17.04.2012;18.04.2012;10.05.2012;-;-;-;;X
8473;Skinchem (Pty) Ltd.;Isabella Garcia Secret SPA Exfoliating 50ml;X;Closed;Pre-Production complete;;;24.04.2012;02.05.2012;16.05.2012;-;-;-;16.05.2012;X
8474;Skinchem (Pty) Ltd.;Isabella Garcia Cold Mud Mask 50ml;X;Closed;Pre-Production complete;;;24.04.2012;16.05.2012;16.05.2012;-;-;-;16.05.2012;X
8475;Skinchem (Pty) Ltd.;Isabella Garcia Massage Crème 50ml;X;Closed;Pre-Production complete;;;24.04.2012;02.05.2012;16.05.2012;-;-;-;16.05.2012;X
8480;Indigo Cosmetics;Masculin Shower Gel 100ml;X;-;-;-;;-;-;-;-;-;-;;X
8485;Zeta Laboratories;Renew Hair Colour Conditioner;X;Closed;Pre-Production complete;;-;10.05.2012;-;-;-;;;21.05.2012;X
8490;Skinchem (Pty) Ltd.;Isabella Garcia Man Mens Moisturiser SPF15 20ml;X;Closed;Pre-Production complete;;10.05.2012;10.05.2012;11.05.2012;16.05.2012;17.05.2012;;;16.05.2012;X
8486;House Of Aloes ;Aloe Hand Cream 50ml ;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;01.06.2012;X
8487;SH'ZEN;Sh'Zen Moisturiser for Feet 125ml ;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;01.06.2012;X
8488;SH'ZEN;Sh'Zen Repair Cream for Hands 125ml ;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;21.05.2012;X
8489;SH'ZEN;Sh'Zen Cell Boost for Neck and Bust 100ml ;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;22.05.2012;X
8491;Skinchem (Pty) Ltd.;Isabella Garcia Man Mens Exfoliator 50ml;X;Closed;Pre-Production complete;;10.05.2012;10.05.2012;11.05.2012;16.05.2012;17.05.2012;;;16.05.2012;X
8492;Skinchem (Pty) Ltd.;Isabella Garcia Man Mens Oil Defence 50ml;X;Closed;Pre-Production complete;;10.05.2012;10.05.2012;11.05.2012;16.05.2012;17.05.2012;;;16.05.2012;X
8493;Skinchem (Pty) Ltd.;Isabella Garcia Man Mens Moisturiser SPF15 50ml;X;Closed;Pre-Production complete;;10.05.2012;10.05.2012;11.05.2012;16.05.2012;17.05.2012;;;16.05.2012;
8494;Skinchem (Pty) Ltd.;Isabella Garcia Man Platinum Age Defence Gel 50ml;X;Closed;Pre-Production complete;;10.05.2012;04.06.2012;06.05.2012;08.06.2012;13.06.2012;;;16.05.2012;X
8495;Skinchem (Pty) Ltd.;Isabella Garcia Man Platinum Repair Mask 50ml;X;Closed;Pre-Production complete;;10.05.2012;04.06.2012;06.05.2012;08.06.2012;13.06.2012;;;16.05.2012;X
8496;Skinchem (Pty) Ltd.;Isabella Garcia Man Mens Exfoliator 20ml;X;Closed;Pre-Production complete;;10.05.2012;10.05.2012;11.05.2012;16.05.2012;-;;;16.05.2012;X
8497;Skinchem (Pty) Ltd.;Isabella Garcia Man Mens Oil Def. 20ml;;Closed;Pre-Production complete;;10.05.2012;10.05.2012;11.05.2012;16.05.2012;-;;;16.05.2012;X
8498;Skinchem (Pty) Ltd.;Isabella Garcia Man Platinum Age Defence Gel 10ml;X;Closed;Pre-Production complete;;10.05.2012;10.05.2012;11.05.2012;16.05.2012;-;;;16.05.2012;
8499;Skinchem (Pty) Ltd.;Isabella Garcia Man Platinum Repair Mask 10ml;X;Closed;Pre-Production complete;;10.05.2012;10.05.2012;11.05.2012;16.05.2012;-;;;16.05.2012;X
8505;Galderma Lab;Nutraplus Very Dry Skin Soothing Cream 75ml;X;Closed;Pre-Production complete;;14.05.2012;14.05.2012;18.05.2012;22.05.2012;25.05.2012;;;21.05.2012;X
8506;Galderma Lab;Nutraderm Moisturising Cream 75ml;X;Closed;Pre-Production complete;;14.05.2012;14.05.2012;18.05.2012;22.05.2012;25.05.2012;;;21.05.2012;X
8507;Olgani;Herbal Refreshing Toothpaste;;Closed;Pre-Production complete;;17.05.2012;18.05.2012;18.05.2012;22.05.2012;25.05.2012;;;15.05.2012;X
8508;Inco Labs;Gallia Anti Age 3 in 1 Face Wash 150ml;X;Closed;Pre-Production complete;;14.05.2012;17.05.2012;21.05.2012;22.05.2012;23.05.2012;;;21.05.2012;
8509;Inco Labs;Gallia Anti-Age Night Cream 45ml;X;Closed;Pre-Production complete;;14.05.2012;17.07.2012;17.07.2012;17.07.2012;18.07.2012;;;21.05.2012;
8514;AJ North;Glyco Lemon Soft 'n Smooth Men T&C 150ml;;Closed;Pre-Production complete;;25.05.2012;25.05.2012;29.05.2012;31.05.2012;01.06.2012;;;;
8512;SH'ZEN;Sh'Zen Energising Spa Concentrate for Feet 125ml;X;-;-;-;;-;-;-;-;-;-;;X
8521;Reckitt Benck.;E45 Cream T&C 50g;X;Closed;Pre-Production complete;18.05.2012;22.05.2012;04.06.2012;20.06.2012;20.06.2012;14.06.2012;;;20.06.2012;X
8523;Le-Sel;Body Essence Anti-ageing Hand Cream T&C 50ml (with 8518);X;Closed;Pre-Production complete;;24.05.2012;24.05.2012;30.05.2012;31.05.2012;06.06.2012;;;31.05.2012;X
8522;Le-Sel;Ultrasun Kids Roll Ons;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;;X
8525;Galderma Lab;Cetaphil Moisturising Cream T&C 50ml (SIP) (with 8799);X;Closed;SIP;;29.05.2012;29.05.2012;03.07.2012;03.07.2012;04.07.2012;;;;X
8526;Permoseal;Permoseal Wood Filler Jar and Lid Dark Black;X;Closed;Pre-Production complete;;27.06.2012;27.06.2012;02.07.2012;03.07.2012;12.07.2012;;;;X
8527;Permoseal;Permoseal Wood Filler Jar and Lid Dark Brown;X;Closed;Pre-Production complete;;02.10.1900;27.06.2012;02.07.2012;03.07.2012;12.07.2012;;;;X
8538;SH'ZEN;Sh'Zen Salon Size T&C 250ml;X;Closed;Pre-Production complete;;12.06.2012;25.06.2012;25.06.2012;26.06.2012;29.06.2012;;;26.06.2012;X
8528;Nutri Pharma Solutions (NPS);Arnica Gel T&C 50g (SIP);X;Closed;Pre-Production complete;;;26.07.2012;27.07.2012;30.07.2012;SIP;-;-;;X
8530;Nature Fresh Health Prod.;Herbal Toothpaste Anti-Microbial 100ml;X;Closed;Pre-Production complete;;;-;-;Cancelled;Cancelled;-;-;;X
8531;Nature Fresh Health Prod.;Junior Toothpaste Strawberry 75ml;X;Cancelled;-;;;-;-;Cancelled;Cancelled;-;-;;X
8532;Nature Fresh Health Prod.;Tea-Tree and Mint Tooth polith 100ml;X;Cancelled;-;;;-;-;Cancelled;Cancelled;-;-;;
8533;Nature Fresh Health Prod.;Sensitive Aloe and Propolis Toothpaste 100ml;X;Cancelled;-;;;-;-;Cancelled;Cancelled;-;-;;
8537;SH'ZEN;Sh'Zen Harmonising Treatment Cream 75ml;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;;
8539;SH'ZEN;Sh'Zen Refining Balm for Hands T&C 75ml;X;Closed;Pre-Production complete;;12.06.2012;25.06.2012;25.06.2012;26.06.2012;29.06.2012;;;26.06.2012;X
8540;SH'ZEN;Sh'Zen Refining Balm for Hands T&C 125ml;X;Closed;Pre-Production complete;;12.06.2012;25.06.2012;25.06.2012;26.06.2012;29.06.2012;;;26.06.2012;X
8541;SH'ZEN;Sh'Zen Exfoliator for Feet T&C 125ml;;Closed;Pre-Production complete;;12.06.2012;25.06.2012;25.06.2012;26.06.2012;29.06.2012;;;26.06.2012;X
8542;SH'ZEN;Sh'Zen Destress Cleansing Gel T&C 200ml;X;Closed;Pre-Production complete;;12.06.2012;25.06.2012;25.06.2012;26.06.2012;06.02.2012;;;26.06.2012;X
8543;SH'ZEN;Sh'Zen Balancing Shampoo T&C 200ml;X;Closed;Pre-Production complete;;12.06.2012;25.06.2012;25.06.2012;26.06.2012;29.06.2012;;;26.06.2012;X
8547;Skinchem (Pty) Ltd.;Isabella Garcia AHA Exfoliant 10ml;X;Closed;Pre-Production complete;;14.06.2012;15.06.2012;18.06.2012;19.06.2012;21.06.2012;;;19.06.2012;X
8545;Le-Sel;Honey Herbal Hand Cream Pearl Extract 100ml ;X;Closed;Pre-Production complete;;14.06.2012;18.06.2012;26.06.2012;26.06.2012;28.06.2012;26.06.2012;;;X
8546;ImageMakers;ImageMakers Silky and Soft Nourishing Hand Cream 100ml;X;Closed;Pre-Production complete;;;-;-;-;-;-;-;;X
8548;Skinchem (Pty) Ltd.;Isabella Garcia AHA Exfoliant 50ml;X;Closed;Pre-Production complete;;14.06.2012;15.06.2012;18.06.2012;19.06.2012;21.06.2012;;;19.06.2012;X
8555;Le-Sel;Ultrastrong Styling Gel 150g;X;Cancelled;Emailed  Andrew;;09.07.2012;20.07.2012;-;-;-;;;;X
8556;Le-Sel;Botanicals Relaxer jar 450ml (Awtg a/w apprvl);X;Cancelled;Emailed  Andrew;;11.07.2012;19.09.2012;-;SIP;SIP;;;;X
8557;Le-Sel;Just for Me 450ml;X;Cancelled;Emailed  Andrew;;07.11.2012;19.09.2012;-;SIP;SIP;;;;X
8558;SH'ZEN;Go To Sleep Little One Cocooning Massage Cream 100ml;X;Closed;Pre-Production complete;18.06.2012;22.06.2012;25.06.2012;25.06.2012;26.06.2012;29.06.2012;;;;X
8559;SH'ZEN;Perfect Endings Cellular Boost lotion for body SPF 15 125ml;X;Closed;Pre-Production complete;18.06.2012;22.06.2012;25.06.2012;25.06.2012;26.06.2012;29.06.2012;;;;X
8561;SH'ZEN;Destressing Treatment for Body 75ml;X;Closed;Pre-Production complete;21.07.2012;22.06.2012;25.06.2012;25.06.2012;26.06.2012;29.06.2012;;;;X
8562;SH'ZEN;Men 3 in 1 Lotion for Body 125ml;X;Closed;Pre-Production complete;21.07.2012;22.06.2012;25.06.2012;25.06.2012;26.06.2012;02.07.2012;;;;X
8563;SH'ZEN;After Sun Soother for Body 100ml;X;Closed;Pre-Production complete;21.07.2012;22.06.2012;25.06.2012;25.06.2012;26.06.2012;29.06.2012;;;;X
8564;ImageMakers;Image Silky & Soft Nourishing Hand Cream 100ml;X;Closed;Pre-Production complete;21.06.2012;03.07.2012;13.07.2012;18.07.2012;18.07.2012;26.07.2012;;;;X
8565;AJ North;Vanishing Cream with Lemon 50ml;X;Closed;Pre-Production complete;14.06.2012;03.07.2012;03.07.2012;05.07.2012;06.07.2012;12.07.2012;;;;X
8566;AJ North;Vanishing Cream with Vitamin E 50ml;X;Closed;Pre-Production complete;14.06.2012;03.07.2012;03.07.2012;05.07.2012;06.07.2012;12.07.2012;;;;X
8567;AJ North;Vanishing Cream with Lemon 125ml;X;Closed;Pre-Production complete;14.06.2012;03.07.2012;03.07.2012;03.07.2012;06.12.2012;10.12.2012;;;;X
8568;AJ North;Vanishing Cream with Vitamin E 125ml;X;Closed;Pre-Production complete;14.06.2012;03.07.2012;03.07.2012;03.07.2012;06.12.2012;10.12.2012;;;;X
8570;Indigo Cosmetics;Oatmeal Gentle Moisturiser SPF15 - 3 75ml (ORDER NEW PLATE);X;Closed;Pre-Production complete;22.06.2012;25.06.2012;25.06.2012;14.08.2012;10.07.2012;12.07.2012;;;;X
8572;Consumer / Tiger;Peaceful Sleep Stick 34g (sip);X;Closed;Pre-Production complete;25.06.2012;04.06.2012;12.07.2012;-;SIP;SIP;;;;X
8573;J&J;Baby Fresh Powder bottle 400g;X;Closed;Pre-Production complete;;25.06.2012;26.06.2012;03.08.2012;03.08.2012;02.08.2012;;;;X
8577;Pharmafrica;Dermastine Face Cream T&C 50ml;X;Closed;Pre-Production complete;;06.07.2012;06.07.2012;17.07.2012;17.07.2012;18.07.2012;;;;X
8579;SH'ZEN;Go to Sleep Little One Nappy Cream 50ml;X;Closed;Pre-Production complete;28.06.2012;05.07.2012;06.07.2012;10.07.2012;12.07.2012;19.07.2012;;;;X
8582;Spanjaard;Copper Compound E/P T&C 100g (Revised Pre-Prod + a/w due);X;Closed;-;10.07.2012;11.07.2012;11.07.2012;-;-;-;;;;X
8604;Nutri Pharma Solutions (NPS);Clicks Nipple Cream 50ml;X;Closed;Pre-Production complete;13.07.2012;23.07.2012;23.07.2012;26.07.2012;26.07.2012;02.08.2012;;;;X
8593;Permoseal;W/Filler Jar White - Lt Weight;X;Closed;Pre-Production complete;;;18.07.2012;20.07.2012;N/A Use common;N/A Use common;-;-;10.05.2012;
8594;Permoseal;W/Filler Jar Mahogany - Lt Weight;X;Closed;Pre-Production complete;;;18.07.2012;20.07.2012;N/A Use common;N/A Use common;-;-;;
8595;Permoseal;W/Filler Jar Cherry- Lt Weight;X;Closed;Pre-Production complete;;;18.07.2012;20.07.2012;N/A Use common;N/A Use common;-;-;;
8596;Permoseal;W/Filler Jar Sapele - Lt Weight;X;Closed;Pre-Production complete;;;18.07.2012;20.07.2012;N/A Use common;N/A Use common;-;-;;X
8597;Permoseal;W/Filler Jar Beech - Lt Weight;X;Closed;Pre-Production complete;;;18.07.2012;20.07.2012;N/A Use common;N/A Use common;-;-;;X
8598;Permoseal;W/Filler Jar Natural - Lt Weight;X;Closed;Pre-Production complete;;;18.07.2012;20.07.2012;N/A Use common;N/A Use common;-;-;;
8599;Permoseal;W/Filler Jar Imbuia - Lt Weight;X;Closed;Pre-Production complete;;;18.07.2012;20.07.2012;N/A Use common;N/A Use common;-;-;;X
8600;Permoseal;W/Filler Jar Oak - Lt Weight;X;Closed;Pre-Production complete;;;18.07.2012;20.07.2012;N/A Use common;N/A Use common;-;-;;X
8601;Permoseal;W/Filler Jar Meranti - Lt Weight;X;Closed;Pre-Production complete;;;18.07.2012;20.07.2012;N/A Use common;N/A Use common;-;-;;X
8602;Permoseal;W/Filler Jar Pine - Lt Weight;X;Closed;Pre-Production complete;;;18.07.2012;20.07.2012;N/A Use common;N/A Use common;-;-;;X
8603;Permoseal;W/Filler Jar Oregon Pine - Lt Weight;X;Closed;Pre-Production complete;;;18.07.2012;20.07.2012;N/A Use common;N/A Use common;-;-;;X
8605;Nutri Pharma Solutions (NPS);Clicks Stretch Mark Cream 200ml;X;Closed;Pre-Production complete;13.07.2012;23.07.2012;23.07.2012;26.07.2012;26.07.2012;02.08.2012;;;;X
8613;Prime Products;Ultrasun Kids Roll On Bottle & Cap 75ml;X;Closed;Pre-Production complete;20.07.2012;26.07.2012;28.07.2012;03.09.2012;04.09.2012;05.09.2012;;;;X
8610;Reitzer Pharm.;Heel Balm Tamperlock jar;X;-;-;-;;-;-;SIP;SIP;-;-;;X
8611;Aerosol & Cosm.;Clicks Waterless Sanitiser 100ml;X;-;-;-;;-;-;Labels;-;-;-;;X
8612;Aerosol & Cosm.;Clicks Hand & Nail Cream Lavendar 100ml;X;-;-;-;;-;-;Labels;-;-;-;;X
8614;Le-Sel;Body Balance Hydrating Hand Cream 50ml;X;Closed;Pre-Production complete;19.07.2012;19.07.2012;19.07.2012;20.07.2012;20.07.2012;20.07.2012;;;;X
8622;Green Cross;Rough Skin Remover - Green Cross  75ml;X;Closed;Pre-Production complete;;31.07.2012;31.07.2012;13.08.2012;14.08.2012;29.08.2012;;;;X
8616;Prime Products;Glycerine/Lemon H & Body Creams Venus T&C  100ml;X;-;-;-;;-;-;-;-;-;-;;X
8623;Green Cross;Heel Balm - Green Cross 75ml;X;Closed;Pre-Production complete;;31.07.2012;31.07.2012;13.08.2012;14.08.2012;24.08.2012;;;;X
8624;Green Cross;Revitalising Gel - Green Cross 75ml;X;Closed;Pre-Production complete;;31.07.2012;31.07.2012;13.08.2012;14.08.2012;24.08.2012;;;;X
8625;Green Cross;Moisturising Lotion - Green Cross 75ml;X;Closed;Pre-Production complete;;31.07.2012;31.07.2012;13.08.2012;14.08.2012;24.08.2012;;;;X
